asset_type,entity_id,display_name,superstar_id,set_id,primary_image_path,base_plate_path,notes
merch-card,merch-stone-cold-steve-austin-4-premium-wristbands,Stone Cold Steve Austin Premium Wristbands,stone-cold-steve-austin,attitude-era-series-1,assets/images/stone-cold-steve-austin-premium-wristbands-stone-cold-steve-austin.webp,assets/images/stone-cold-steve-austin-premium-wristbands-stone-cold-steve-austin-base-plate.webp,Superstar-specific Merch
merch-card,merch-stone-cold-steve-austin-5-limited-poster,Stone Cold Steve Austin Limited Poster,stone-cold-steve-austin,attitude-era-series-1,assets/images/stone-cold-steve-austin-limited-poster-stone-cold-steve-austin.webp,assets/images/stone-cold-steve-austin-limited-poster-stone-cold-steve-austin-base-plate.webp,Superstar-specific Merch
merch-card,merch-liv-morgan-1-funko-pop,Liv Morgan Funko Pop,liv-morgan,evolution-series-1,assets/images/liv-morgan-funko-pop-liv-morgan.webp,assets/images/liv-morgan-funko-pop-liv-morgan-base-plate.webp,Superstar-specific Merch
merch-card,merch-liv-morgan-2-collector-figure,Liv Morgan Collector Figure,liv-morgan,evolution-series-1,assets/images/liv-morgan-collector-figure-liv-morgan.webp,assets/images/liv-morgan-collector-figure-liv-morgan-base-plate.webp,Superstar-specific Merch
merch-card,merch-liv-morgan-3-replica-gear,Liv Morgan Replica Gear,liv-morgan,evolution-series-1,assets/images/liv-morgan-replica-gear-liv-morgan.webp,assets/images/liv-morgan-replica-gear-liv-morgan-base-plate.webp,Superstar-specific Merch
merch-card,merch-liv-morgan-4-premium-wristbands,Liv Morgan Premium Wristbands,liv-morgan,evolution-series-1,assets/images/liv-morgan-premium-wristbands-liv-morgan.webp,assets/images/liv-morgan-premium-wristbands-liv-morgan-base-plate.webp,Superstar-specific Merch
merch-card,merch-liv-morgan-5-limited-poster,Liv Morgan Limited Poster,liv-morgan,evolution-series-1,assets/images/liv-morgan-limited-poster-liv-morgan.webp,assets/images/liv-morgan-limited-poster-liv-morgan-base-plate.webp,Superstar-specific Merch
merch-card,merch-brock-lesnar-1-funko-pop,Brock Lesnar Funko Pop,brock-lesnar,summerslam-series-1,assets/images/brock-lesnar-funko-pop-brock-lesnar.webp,assets/images/brock-lesnar-funko-pop-brock-lesnar-base-plate.webp,Superstar-specific Merch
merch-card,merch-brock-lesnar-2-collector-figure,Brock Lesnar Collector Figure,brock-lesnar,summerslam-series-1,assets/images/brock-lesnar-collector-figure-brock-lesnar.webp,assets/images/brock-lesnar-collector-figure-brock-lesnar-base-plate.webp,Superstar-specific Merch
merch-card,merch-brock-lesnar-3-replica-gear,Brock Lesnar Replica Gear,brock-lesnar,summerslam-series-1,assets/images/brock-lesnar-replica-gear-brock-lesnar.webp,assets/images/brock-lesnar-replica-gear-brock-lesnar-base-plate.webp,Superstar-specific Merch
merch-card,merch-brock-lesnar-4-premium-wristbands,Brock Lesnar Premium Wristbands,brock-lesnar,summerslam-series-1,assets/images/brock-lesnar-premium-wristbands-brock-lesnar.webp,assets/images/brock-lesnar-premium-wristbands-brock-lesnar-base-plate.webp,Superstar-specific Merch
merch-card,merch-brock-lesnar-5-limited-poster,Brock Lesnar Limited Poster,brock-lesnar,summerslam-series-1,assets/images/brock-lesnar-limited-poster-brock-lesnar.webp,assets/images/brock-lesnar-limited-poster-brock-lesnar-base-plate.webp,Superstar-specific Merch
merch-card,merch-gunther-1-funko-pop,Gunther Funko Pop,gunther,summerslam-series-1,assets/images/gunther-funko-pop-gunther.webp,assets/images/gunther-funko-pop-gunther-base-plate.webp,Superstar-specific Merch
merch-card,merch-gunther-2-collector-figure,Gunther Collector Figure,gunther,summerslam-series-1,assets/images/gunther-collector-figure-gunther.webp,assets/images/gunther-collector-figure-gunther-base-plate.webp,Superstar-specific Merch
merch-card,merch-gunther-3-replica-gear,Gunther Replica Gear,gunther,summerslam-series-1,assets/images/gunther-replica-gear-gunther.webp,assets/images/gunther-replica-gear-gunther-base-plate.webp,Superstar-specific Merch
merch-card,merch-gunther-4-premium-wristbands,Gunther Premium Wristbands,gunther,summerslam-series-1,assets/images/gunther-premium-wristbands-gunther.webp,assets/images/gunther-premium-wristbands-gunther-base-plate.webp,Superstar-specific Merch
merch-card,merch-gunther-5-limited-poster,Gunther Limited Poster,gunther,summerslam-series-1,assets/images/gunther-limited-poster-gunther.webp,assets/images/gunther-limited-poster-gunther-base-plate.webp,Superstar-specific Merch
merch-card,merch-becky-lynch-1-funko-pop,Becky Lynch Funko Pop,becky-lynch,evolution-series-1,assets/images/becky-lynch-funko-pop-becky-lynch.webp,assets/images/becky-lynch-funko-pop-becky-lynch-base-plate.webp,Superstar-specific Merch
merch-card,merch-becky-lynch-2-collector-figure,Becky Lynch Collector Figure,becky-lynch,evolution-series-1,assets/images/becky-lynch-collector-figure-becky-lynch.webp,assets/images/becky-lynch-collector-figure-becky-lynch-base-plate.webp,Superstar-specific Merch
merch-card,merch-becky-lynch-3-replica-gear,Becky Lynch Replica Gear,becky-lynch,evolution-series-1,assets/images/becky-lynch-replica-gear-becky-lynch.webp,assets/images/becky-lynch-replica-gear-becky-lynch-base-plate.webp,Superstar-specific Merch
merch-card,merch-becky-lynch-4-premium-wristbands,Becky Lynch Premium Wristbands,becky-lynch,evolution-series-1,assets/images/becky-lynch-premium-wristbands-becky-lynch.webp,assets/images/becky-lynch-premium-wristbands-becky-lynch-base-plate.webp,Superstar-specific Merch
merch-card,merch-becky-lynch-5-limited-poster,Becky Lynch Limited Poster,becky-lynch,evolution-series-1,assets/images/becky-lynch-limited-poster-becky-lynch.webp,assets/images/becky-lynch-limited-poster-becky-lynch-base-plate.webp,Superstar-specific Merch
merch-card,merch-logan-paul-1-funko-pop,Logan Paul Funko Pop,logan-paul,raw-series-1,assets/images/logan-paul-funko-pop-logan-paul.webp,assets/images/logan-paul-funko-pop-logan-paul-base-plate.webp,Superstar-specific Merch
merch-card,merch-logan-paul-2-collector-figure,Logan Paul Collector Figure,logan-paul,raw-series-1,assets/images/logan-paul-collector-figure-logan-paul.webp,assets/images/logan-paul-collector-figure-logan-paul-base-plate.webp,Superstar-specific Merch
merch-card,merch-logan-paul-3-replica-gear,Logan Paul Replica Gear,logan-paul,raw-series-1,assets/images/logan-paul-replica-gear-logan-paul.webp,assets/images/logan-paul-replica-gear-logan-paul-base-plate.webp,Superstar-specific Merch
merch-card,merch-logan-paul-4-premium-wristbands,Logan Paul Premium Wristbands,logan-paul,raw-series-1,assets/images/logan-paul-premium-wristbands-logan-paul.webp,assets/images/logan-paul-premium-wristbands-logan-paul-base-plate.webp,Superstar-specific Merch
merch-card,merch-logan-paul-5-limited-poster,Logan Paul Limited Poster,logan-paul,raw-series-1,assets/images/logan-paul-limited-poster-logan-paul.webp,assets/images/logan-paul-limited-poster-logan-paul-base-plate.webp,Superstar-specific Merch
merch-card,merch-sol-ruca-1-funko-pop,Sol Ruca Funko Pop,sol-ruca,raw-series-1,assets/images/sol-ruca-funko-pop-sol-ruca.webp,assets/images/sol-ruca-funko-pop-sol-ruca-base-plate.webp,Superstar-specific Merch
merch-card,merch-sol-ruca-2-collector-figure,Sol Ruca Collector Figure,sol-ruca,raw-series-1,assets/images/sol-ruca-collector-figure-sol-ruca.webp,assets/images/sol-ruca-collector-figure-sol-ruca-base-plate.webp,Superstar-specific Merch
merch-card,merch-sol-ruca-3-replica-gear,Sol Ruca Replica Gear,sol-ruca,raw-series-1,assets/images/sol-ruca-replica-gear-sol-ruca.webp,assets/images/sol-ruca-replica-gear-sol-ruca-base-plate.webp,Superstar-specific Merch
merch-card,merch-sol-ruca-4-premium-wristbands,Sol Ruca Premium Wristbands,sol-ruca,raw-series-1,assets/images/sol-ruca-premium-wristbands-sol-ruca.webp,assets/images/sol-ruca-premium-wristbands-sol-ruca-base-plate.webp,Superstar-specific Merch
merch-card,merch-sol-ruca-5-limited-poster,Sol Ruca Limited Poster,sol-ruca,raw-series-1,assets/images/sol-ruca-limited-poster-sol-ruca.webp,assets/images/sol-ruca-limited-poster-sol-ruca-base-plate.webp,Superstar-specific Merch
merch-card,merch-chad-gable-1-funko-pop,Chad Gable Funko Pop,chad-gable,raw-series-1,assets/images/chad-gable-funko-pop-chad-gable.webp,assets/images/chad-gable-funko-pop-chad-gable-base-plate.webp,Superstar-specific Merch
merch-card,merch-chad-gable-2-collector-figure,Chad Gable Collector Figure,chad-gable,raw-series-1,assets/images/chad-gable-collector-figure-chad-gable.webp,assets/images/chad-gable-collector-figure-chad-gable-base-plate.webp,Superstar-specific Merch
merch-card,merch-chad-gable-3-replica-gear,Chad Gable Replica Gear,chad-gable,raw-series-1,assets/images/chad-gable-replica-gear-chad-gable.webp,assets/images/chad-gable-replica-gear-chad-gable-base-plate.webp,Superstar-specific Merch
merch-card,merch-chad-gable-4-premium-wristbands,Chad Gable Premium Wristbands,chad-gable,raw-series-1,assets/images/chad-gable-premium-wristbands-chad-gable.webp,assets/images/chad-gable-premium-wristbands-chad-gable-base-plate.webp,Superstar-specific Merch
merch-card,merch-chad-gable-5-limited-poster,Chad Gable Limited Poster,chad-gable,raw-series-1,assets/images/chad-gable-limited-poster-chad-gable.webp,assets/images/chad-gable-limited-poster-chad-gable-base-plate.webp,Superstar-specific Merch
merch-card,merch-raquel-rodriguez-1-funko-pop,Raquel Rodriguez Funko Pop,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-funko-pop-raquel-rodriguez.webp,assets/images/raquel-rodriguez-funko-pop-raquel-rodriguez-base-plate.webp,Superstar-specific Merch
merch-card,merch-raquel-rodriguez-2-collector-figure,Raquel Rodriguez Collector Figure,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-collector-figure-raquel-rodriguez.webp,assets/images/raquel-rodriguez-collector-figure-raquel-rodriguez-base-plate.webp,Superstar-specific Merch
merch-card,merch-raquel-rodriguez-3-replica-gear,Raquel Rodriguez Replica Gear,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-replica-gear-raquel-rodriguez.webp,assets/images/raquel-rodriguez-replica-gear-raquel-rodriguez-base-plate.webp,Superstar-specific Merch
merch-card,merch-raquel-rodriguez-4-premium-wristbands,Raquel Rodriguez Premium Wristbands,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-premium-wristbands-raquel-rodriguez.webp,assets/images/raquel-rodriguez-premium-wristbands-raquel-rodriguez-base-plate.webp,Superstar-specific Merch
merch-card,merch-raquel-rodriguez-5-limited-poster,Raquel Rodriguez Limited Poster,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-limited-poster-raquel-rodriguez.webp,assets/images/raquel-rodriguez-limited-poster-raquel-rodriguez-base-plate.webp,Superstar-specific Merch
merch-card,merch-rey-mysterio-1-funko-pop,Rey Mysterio Funko Pop,rey-mysterio,worlds-collide-series-1,assets/images/rey-mysterio-funko-pop-rey-mysterio.webp,assets/images/rey-mysterio-funko-pop-rey-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-rey-mysterio-2-collector-figure,Rey Mysterio Collector Figure,rey-mysterio,worlds-collide-series-1,assets/images/rey-mysterio-collector-figure-rey-mysterio.webp,assets/images/rey-mysterio-collector-figure-rey-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-rey-mysterio-3-replica-gear,Rey Mysterio Replica Gear,rey-mysterio,worlds-collide-series-1,assets/images/rey-mysterio-replica-gear-rey-mysterio.webp,assets/images/rey-mysterio-replica-gear-rey-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-rey-mysterio-4-premium-wristbands,Rey Mysterio Premium Wristbands,rey-mysterio,worlds-collide-series-1,assets/images/rey-mysterio-premium-wristbands-rey-mysterio.webp,assets/images/rey-mysterio-premium-wristbands-rey-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-rey-mysterio-5-limited-poster,Rey Mysterio Limited Poster,rey-mysterio,worlds-collide-series-1,assets/images/rey-mysterio-limited-poster-rey-mysterio.webp,assets/images/rey-mysterio-limited-poster-rey-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-dominik-mysterio-1-funko-pop,Dominik Mysterio Funko Pop,dominik-mysterio,worlds-collide-series-1,assets/images/dominik-mysterio-funko-pop-dominik-mysterio.webp,assets/images/dominik-mysterio-funko-pop-dominik-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-dominik-mysterio-2-collector-figure,Dominik Mysterio Collector Figure,dominik-mysterio,worlds-collide-series-1,assets/images/dominik-mysterio-collector-figure-dominik-mysterio.webp,assets/images/dominik-mysterio-collector-figure-dominik-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-dominik-mysterio-3-replica-gear,Dominik Mysterio Replica Gear,dominik-mysterio,worlds-collide-series-1,assets/images/dominik-mysterio-replica-gear-dominik-mysterio.webp,assets/images/dominik-mysterio-replica-gear-dominik-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-dominik-mysterio-4-premium-wristbands,Dominik Mysterio Premium Wristbands,dominik-mysterio,worlds-collide-series-1,assets/images/dominik-mysterio-premium-wristbands-dominik-mysterio.webp,assets/images/dominik-mysterio-premium-wristbands-dominik-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-dominik-mysterio-5-limited-poster,Dominik Mysterio Limited Poster,dominik-mysterio,worlds-collide-series-1,assets/images/dominik-mysterio-limited-poster-dominik-mysterio.webp,assets/images/dominik-mysterio-limited-poster-dominik-mysterio-base-plate.webp,Superstar-specific Merch
merch-card,merch-penta-1-funko-pop,Penta Funko Pop,penta,worlds-collide-series-1,assets/images/penta-funko-pop-penta.webp,assets/images/penta-funko-pop-penta-base-plate.webp,Superstar-specific Merch
merch-card,merch-penta-2-collector-figure,Penta Collector Figure,penta,worlds-collide-series-1,assets/images/penta-collector-figure-penta.webp,assets/images/penta-collector-figure-penta-base-plate.webp,Superstar-specific Merch
merch-card,merch-penta-3-replica-gear,Penta Replica Gear,penta,worlds-collide-series-1,assets/images/penta-replica-gear-penta.webp,assets/images/penta-replica-gear-penta-base-plate.webp,Superstar-specific Merch
merch-card,merch-penta-4-premium-wristbands,Penta Premium Wristbands,penta,worlds-collide-series-1,assets/images/penta-premium-wristbands-penta.webp,assets/images/penta-premium-wristbands-penta-base-plate.webp,Superstar-specific Merch
merch-card,merch-penta-5-limited-poster,Penta Limited Poster,penta,worlds-collide-series-1,assets/images/penta-limited-poster-penta.webp,assets/images/penta-limited-poster-penta-base-plate.webp,Superstar-specific Merch
merch-card,merch-el-grande-americano-1-funko-pop,El Grande Americano Funko Pop,el-grande-americano,worlds-collide-series-1,assets/images/el-grande-americano-funko-pop-el-grande-americano.webp,assets/images/el-grande-americano-funko-pop-el-grande-americano-base-plate.webp,Superstar-specific Merch
merch-card,merch-el-grande-americano-2-collector-figure,El Grande Americano Collector Figure,el-grande-americano,worlds-collide-series-1,assets/images/el-grande-americano-collector-figure-el-grande-americano.webp,assets/images/el-grande-americano-collector-figure-el-grande-americano-base-plate.webp,Superstar-specific Merch
merch-card,merch-el-grande-americano-3-replica-gear,El Grande Americano Replica Gear,el-grande-americano,worlds-collide-series-1,assets/images/el-grande-americano-replica-gear-el-grande-americano.webp,assets/images/el-grande-americano-replica-gear-el-grande-americano-base-plate.webp,Superstar-specific Merch
merch-card,merch-el-grande-americano-4-premium-wristbands,El Grande Americano Premium Wristbands,el-grande-americano,worlds-collide-series-1,assets/images/el-grande-americano-premium-wristbands-el-grande-americano.webp,assets/images/el-grande-americano-premium-wristbands-el-grande-americano-base-plate.webp,Superstar-specific Merch
merch-card,merch-el-grande-americano-5-limited-poster,El Grande Americano Limited Poster,el-grande-americano,worlds-collide-series-1,assets/images/el-grande-americano-limited-poster-el-grande-americano.webp,assets/images/el-grande-americano-limited-poster-el-grande-americano-base-plate.webp,Superstar-specific Merch
merch-card,merch-jey-uso-1-funko-pop,Jey Uso Funko Pop,jey-uso,money-in-the-bank-series-1,assets/images/jey-uso-funko-pop-jey-uso.webp,assets/images/jey-uso-funko-pop-jey-uso-base-plate.webp,Superstar-specific Merch
merch-card,merch-jey-uso-2-collector-figure,Jey Uso Collector Figure,jey-uso,money-in-the-bank-series-1,assets/images/jey-uso-collector-figure-jey-uso.webp,assets/images/jey-uso-collector-figure-jey-uso-base-plate.webp,Superstar-specific Merch
merch-card,merch-jey-uso-3-replica-gear,Jey Uso Replica Gear,jey-uso,money-in-the-bank-series-1,assets/images/jey-uso-replica-gear-jey-uso.webp,assets/images/jey-uso-replica-gear-jey-uso-base-plate.webp,Superstar-specific Merch
merch-card,merch-jey-uso-4-premium-wristbands,Jey Uso Premium Wristbands,jey-uso,money-in-the-bank-series-1,assets/images/jey-uso-premium-wristbands-jey-uso.webp,assets/images/jey-uso-premium-wristbands-jey-uso-base-plate.webp,Superstar-specific Merch
merch-card,merch-jey-uso-5-limited-poster,Jey Uso Limited Poster,jey-uso,money-in-the-bank-series-1,assets/images/jey-uso-limited-poster-jey-uso.webp,assets/images/jey-uso-limited-poster-jey-uso-base-plate.webp,Superstar-specific Merch
merch-card,merch-la-knight-1-funko-pop,LA Knight Funko Pop,la-knight,money-in-the-bank-series-1,assets/images/la-knight-funko-pop-la-knight.webp,assets/images/la-knight-funko-pop-la-knight-base-plate.webp,Superstar-specific Merch
merch-card,merch-la-knight-2-collector-figure,LA Knight Collector Figure,la-knight,money-in-the-bank-series-1,assets/images/la-knight-collector-figure-la-knight.webp,assets/images/la-knight-collector-figure-la-knight-base-plate.webp,Superstar-specific Merch
merch-card,merch-la-knight-3-replica-gear,LA Knight Replica Gear,la-knight,money-in-the-bank-series-1,assets/images/la-knight-replica-gear-la-knight.webp,assets/images/la-knight-replica-gear-la-knight-base-plate.webp,Superstar-specific Merch
merch-card,merch-la-knight-4-premium-wristbands,LA Knight Premium Wristbands,la-knight,money-in-the-bank-series-1,assets/images/la-knight-premium-wristbands-la-knight.webp,assets/images/la-knight-premium-wristbands-la-knight-base-plate.webp,Superstar-specific Merch
merch-card,merch-la-knight-5-limited-poster,LA Knight Limited Poster,la-knight,money-in-the-bank-series-1,assets/images/la-knight-limited-poster-la-knight.webp,assets/images/la-knight-limited-poster-la-knight-base-plate.webp,Superstar-specific Merch
merch-card,merch-alexa-bliss-1-funko-pop,Alexa Bliss Funko Pop,alexa-bliss,money-in-the-bank-series-1,assets/images/alexa-bliss-funko-pop-alexa-bliss.webp,assets/images/alexa-bliss-funko-pop-alexa-bliss-base-plate.webp,Superstar-specific Merch
merch-card,merch-alexa-bliss-2-collector-figure,Alexa Bliss Collector Figure,alexa-bliss,money-in-the-bank-series-1,assets/images/alexa-bliss-collector-figure-alexa-bliss.webp,assets/images/alexa-bliss-collector-figure-alexa-bliss-base-plate.webp,Superstar-specific Merch
merch-card,merch-alexa-bliss-3-replica-gear,Alexa Bliss Replica Gear,alexa-bliss,money-in-the-bank-series-1,assets/images/alexa-bliss-replica-gear-alexa-bliss.webp,assets/images/alexa-bliss-replica-gear-alexa-bliss-base-plate.webp,Superstar-specific Merch
merch-card,merch-alexa-bliss-4-premium-wristbands,Alexa Bliss Premium Wristbands,alexa-bliss,money-in-the-bank-series-1,assets/images/alexa-bliss-premium-wristbands-alexa-bliss.webp,assets/images/alexa-bliss-premium-wristbands-alexa-bliss-base-plate.webp,Superstar-specific Merch
merch-card,merch-alexa-bliss-5-limited-poster,Alexa Bliss Limited Poster,alexa-bliss,money-in-the-bank-series-1,assets/images/alexa-bliss-limited-poster-alexa-bliss.webp,assets/images/alexa-bliss-limited-poster-alexa-bliss-base-plate.webp,Superstar-specific Merch
merch-card,merch-finn-balor-1-funko-pop,Finn Bálor Funko Pop,finn-balor,money-in-the-bank-series-1,assets/images/finn-ba-lor-funko-pop-finn-balor.webp,assets/images/finn-ba-lor-funko-pop-finn-balor-base-plate.webp,Superstar-specific Merch
merch-card,merch-finn-balor-2-collector-figure,Finn Bálor Collector Figure,finn-balor,money-in-the-bank-series-1,assets/images/finn-ba-lor-collector-figure-finn-balor.webp,assets/images/finn-ba-lor-collector-figure-finn-balor-base-plate.webp,Superstar-specific Merch
merch-card,merch-finn-balor-3-replica-gear,Finn Bálor Replica Gear,finn-balor,money-in-the-bank-series-1,assets/images/finn-ba-lor-replica-gear-finn-balor.webp,assets/images/finn-ba-lor-replica-gear-finn-balor-base-plate.webp,Superstar-specific Merch
merch-card,merch-finn-balor-4-premium-wristbands,Finn Bálor Premium Wristbands,finn-balor,money-in-the-bank-series-1,assets/images/finn-ba-lor-premium-wristbands-finn-balor.webp,assets/images/finn-ba-lor-premium-wristbands-finn-balor-base-plate.webp,Superstar-specific Merch
merch-card,merch-finn-balor-5-limited-poster,Finn Bálor Limited Poster,finn-balor,money-in-the-bank-series-1,assets/images/finn-ba-lor-limited-poster-finn-balor.webp,assets/images/finn-ba-lor-limited-poster-finn-balor-base-plate.webp,Superstar-specific Merch
merch-card,merch-danhausen-1-funko-pop,Danhausen Funko Pop,danhausen,smackdown-series-1,assets/images/danhausen-funko-pop-danhausen.webp,assets/images/danhausen-funko-pop-danhausen-base-plate.webp,Superstar-specific Merch
merch-card,merch-danhausen-2-collector-figure,Danhausen Collector Figure,danhausen,smackdown-series-1,assets/images/danhausen-collector-figure-danhausen.webp,assets/images/danhausen-collector-figure-danhausen-base-plate.webp,Superstar-specific Merch
merch-card,merch-danhausen-3-replica-gear,Danhausen Replica Gear,danhausen,smackdown-series-1,assets/images/danhausen-replica-gear-danhausen.webp,assets/images/danhausen-replica-gear-danhausen-base-plate.webp,Superstar-specific Merch
merch-card,merch-danhausen-4-premium-wristbands,Danhausen Premium Wristbands,danhausen,smackdown-series-1,assets/images/danhausen-premium-wristbands-danhausen.webp,assets/images/danhausen-premium-wristbands-danhausen-base-plate.webp,Superstar-specific Merch
merch-card,merch-danhausen-5-limited-poster,Danhausen Limited Poster,danhausen,smackdown-series-1,assets/images/danhausen-limited-poster-danhausen.webp,assets/images/danhausen-limited-poster-danhausen-base-plate.webp,Superstar-specific Merch
merch-card,merch-tiffany-stratton-1-funko-pop,Tiffany Stratton Funko Pop,tiffany-stratton,smackdown-series-1,assets/images/tiffany-stratton-funko-pop-tiffany-stratton.webp,assets/images/tiffany-stratton-funko-pop-tiffany-stratton-base-plate.webp,Superstar-specific Merch
merch-card,merch-tiffany-stratton-2-collector-figure,Tiffany Stratton Collector Figure,tiffany-stratton,smackdown-series-1,assets/images/tiffany-stratton-collector-figure-tiffany-stratton.webp,assets/images/tiffany-stratton-collector-figure-tiffany-stratton-base-plate.webp,Superstar-specific Merch
merch-card,merch-tiffany-stratton-3-replica-gear,Tiffany Stratton Replica Gear,tiffany-stratton,smackdown-series-1,assets/images/tiffany-stratton-replica-gear-tiffany-stratton.webp,assets/images/tiffany-stratton-replica-gear-tiffany-stratton-base-plate.webp,Superstar-specific Merch
merch-card,merch-tiffany-stratton-4-premium-wristbands,Tiffany Stratton Premium Wristbands,tiffany-stratton,smackdown-series-1,assets/images/tiffany-stratton-premium-wristbands-tiffany-stratton.webp,assets/images/tiffany-stratton-premium-wristbands-tiffany-stratton-base-plate.webp,Superstar-specific Merch
merch-card,merch-tiffany-stratton-5-limited-poster,Tiffany Stratton Limited Poster,tiffany-stratton,smackdown-series-1,assets/images/tiffany-stratton-limited-poster-tiffany-stratton.webp,assets/images/tiffany-stratton-limited-poster-tiffany-stratton-base-plate.webp,Superstar-specific Merch
merch-card,merch-chelsea-green-1-funko-pop,Chelsea Green Funko Pop,chelsea-green,smackdown-series-1,assets/images/chelsea-green-funko-pop-chelsea-green.webp,assets/images/chelsea-green-funko-pop-chelsea-green-base-plate.webp,Superstar-specific Merch
merch-card,merch-chelsea-green-2-collector-figure,Chelsea Green Collector Figure,chelsea-green,smackdown-series-1,assets/images/chelsea-green-collector-figure-chelsea-green.webp,assets/images/chelsea-green-collector-figure-chelsea-green-base-plate.webp,Superstar-specific Merch
merch-card,merch-chelsea-green-3-replica-gear,Chelsea Green Replica Gear,chelsea-green,smackdown-series-1,assets/images/chelsea-green-replica-gear-chelsea-green.webp,assets/images/chelsea-green-replica-gear-chelsea-green-base-plate.webp,Superstar-specific Merch
merch-card,merch-chelsea-green-4-premium-wristbands,Chelsea Green Premium Wristbands,chelsea-green,smackdown-series-1,assets/images/chelsea-green-premium-wristbands-chelsea-green.webp,assets/images/chelsea-green-premium-wristbands-chelsea-green-base-plate.webp,Superstar-specific Merch
merch-card,merch-chelsea-green-5-limited-poster,Chelsea Green Limited Poster,chelsea-green,smackdown-series-1,assets/images/chelsea-green-limited-poster-chelsea-green.webp,assets/images/chelsea-green-limited-poster-chelsea-green-base-plate.webp,Superstar-specific Merch
merch-card,merch-damian-priest-1-funko-pop,Damian Priest Funko Pop,damian-priest,smackdown-series-1,assets/images/damian-priest-funko-pop-damian-priest.webp,assets/images/damian-priest-funko-pop-damian-priest-base-plate.webp,Superstar-specific Merch
merch-card,merch-damian-priest-2-collector-figure,Damian Priest Collector Figure,damian-priest,smackdown-series-1,assets/images/damian-priest-collector-figure-damian-priest.webp,assets/images/damian-priest-collector-figure-damian-priest-base-plate.webp,Superstar-specific Merch
merch-card,merch-damian-priest-3-replica-gear,Damian Priest Replica Gear,damian-priest,smackdown-series-1,assets/images/damian-priest-replica-gear-damian-priest.webp,assets/images/damian-priest-replica-gear-damian-priest-base-plate.webp,Superstar-specific Merch
merch-card,merch-damian-priest-4-premium-wristbands,Damian Priest Premium Wristbands,damian-priest,smackdown-series-1,assets/images/damian-priest-premium-wristbands-damian-priest.webp,assets/images/damian-priest-premium-wristbands-damian-priest-base-plate.webp,Superstar-specific Merch
merch-card,merch-damian-priest-5-limited-poster,Damian Priest Limited Poster,damian-priest,smackdown-series-1,assets/images/damian-priest-limited-poster-damian-priest.webp,assets/images/damian-priest-limited-poster-damian-priest-base-plate.webp,Superstar-specific Merch
merch-card,merch-bron-breakker-1-funko-pop,Bron Breakker Funko Pop,bron-breakker,survivor-series-series-1,assets/images/bron-breakker-funko-pop-bron-breakker.webp,assets/images/bron-breakker-funko-pop-bron-breakker-base-plate.webp,Superstar-specific Merch
merch-card,merch-bron-breakker-2-collector-figure,Bron Breakker Collector Figure,bron-breakker,survivor-series-series-1,assets/images/bron-breakker-collector-figure-bron-breakker.webp,assets/images/bron-breakker-collector-figure-bron-breakker-base-plate.webp,Superstar-specific Merch
merch-card,merch-bron-breakker-3-replica-gear,Bron Breakker Replica Gear,bron-breakker,survivor-series-series-1,assets/images/bron-breakker-replica-gear-bron-breakker.webp,assets/images/bron-breakker-replica-gear-bron-breakker-base-plate.webp,Superstar-specific Merch
merch-card,merch-bron-breakker-4-premium-wristbands,Bron Breakker Premium Wristbands,bron-breakker,survivor-series-series-1,assets/images/bron-breakker-premium-wristbands-bron-breakker.webp,assets/images/bron-breakker-premium-wristbands-bron-breakker-base-plate.webp,Superstar-specific Merch
merch-card,merch-bron-breakker-5-limited-poster,Bron Breakker Limited Poster,bron-breakker,survivor-series-series-1,assets/images/bron-breakker-limited-poster-bron-breakker.webp,assets/images/bron-breakker-limited-poster-bron-breakker-base-plate.webp,Superstar-specific Merch
merch-card,merch-drew-mcintyre-1-funko-pop,Drew McIntyre Funko Pop,drew-mcintyre,survivor-series-series-1,assets/images/drew-mcintyre-funko-pop-drew-mcintyre.webp,assets/images/drew-mcintyre-funko-pop-drew-mcintyre-base-plate.webp,Superstar-specific Merch
merch-card,merch-drew-mcintyre-2-collector-figure,Drew McIntyre Collector Figure,drew-mcintyre,survivor-series-series-1,assets/images/drew-mcintyre-collector-figure-drew-mcintyre.webp,assets/images/drew-mcintyre-collector-figure-drew-mcintyre-base-plate.webp,Superstar-specific Merch
